id;modelo_cadastrado;descritivo;preco;prazo;tpl;descricao_tpl;tensao;acdc;vias;operacao;conexoes;tipo_conexao;mat_corpo;protecao;switch_manual;conexao_eletrica;classe_potencia;classe_bobina;feature;vedacoes;vedacoes_catalogadas;orificio;kv;pmin;pman_ar_gas;pmax_agua;pmax_oleo;temperatura;potencia;construcao
-82100696;8262C014V  110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em Viton, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 110/50,120/60, construção 8.
 ";1541,95;35;Sem TPL;Sem TPL;110/50,120/60;AC;2/2;NA;"1/2""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Viton;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100698;X8262B209V  240/60 - 11758;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em Viton, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 8.
TPL: Duplo Hermeticamente Selado com Bloco Terminal";1533,57;10;11758;Duplo Hermeticamente Selado com Bloco Terminal;240/60;AC;2/2;NA;"1/2""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Viton;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100700;8262C016  110/50;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 110/50, construção 8.
 ";1533,57;15;Sem TPL;Sem TPL;110/50;AC;2/2;NA;"1/2""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100701;8262C016  240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 8.
 ";1533,57;5;Sem TPL;Sem TPL;240/60;AC;2/2;NA;"1/2""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100707;U8262C014E  220/50,240/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Sem proteção, conexão elétrica: Sem conexão elétrica; bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 8.
 ";1554,52;5;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NA;"1/2""";NPT;Latão;Sem proteção;Sem operador manual;Sem conexão elétrica;BP;F;simples;Etileno propileno;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100710;SC8262C014  12/DC;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 5,6 bar;  temperatura máxima de 65 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 11,2W de potência, tensão de operação de 12/DC, construção 8.
 ";1720,73;5;Sem TPL;Sem TPL;12/DC;DC;2/2;NA;"1/2""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;16;3,4;0;9;9;5,6;65;11,2;8
-82100712;SC8262D019  24/60;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/8"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 2,6, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 10,5W de potência, tensão de operação de 24/60, construção 8.
 ";1470,72;5;Sem TPL;Sem TPL;24/60;AC;2/2;NA;"3/8""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;16;2,6;0;9;9;9;82;10,5;8
-82100713;SCX8262C013E  120/60 - 11792;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/8"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 16 mm, Kv = 2,6, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 8.
TPL: Fluido Vapor";1548,94;5;11792;Fluido Vapor;120/60;AC;2/2;NA;"3/8""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;Etileno propileno;NBR;16;2,6;0;9;9;9;82;10,5;8
-82100714;SC8262D200  110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/8"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 2,6, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 10,5W de potência, tensão de operação de 110/50,120/60, construção 8.
 ";1470,72;5;Sem TPL;Sem TPL;110/50,120/60;AC;2/2;NA;"3/8""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;16;2,6;0;9;9;9;82;10,5;8
-82100717;U8262C016  120/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Sem proteção, conexão elétrica: Sem conexão elétrica; bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 8.
 ";1491,67;65;Sem TPL;Sem TPL;120/60;AC;2/2;NA;"1/2""";NPT;Latão;Sem proteção;Sem operador manual;Sem conexão elétrica;BP;F;simples;NBR;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100718;U8262C016  240/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Sem proteção, conexão elétrica: Sem conexão elétrica; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 8.
 ";1491,67;65;Sem TPL;Sem TPL;240/60;AC;2/2;NA;"1/2""";NPT;Latão;Sem proteção;Sem operador manual;Sem conexão elétrica;BP;F;simples;NBR;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100724;8262C014N  24/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em Borracha nitrílica, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 24/60, construção 8.
 ";1568,49;10;Sem TPL;Sem TPL;24/60;AC;2/2;NA;"1/2""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Borracha nitrílica;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100730;X8262A270V  240/60 - 21235;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em Viton, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 8.
TPL: Tratamento de Níquel Químico conf. It-Eg-01/10 - Proc. I";1498,66;75;21235;Tratamento de Níquel Químico conf. It-Eg-01/10 - Proc. I;240/60;AC;2/2;NA;"1/2""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Viton;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100731;SC8262C002  24/50;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 10,5W de potência, tensão de operação de 24/50, construção 8.
 ";1514,02;75;Sem TPL;Sem TPL;24/50;AC;2/2;NA;"1/2""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100740;8262C031  120/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 8.
 ";1547,54;10;Sem TPL;Sem TPL;120/60;AC;2/2;NA;"1/2""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100741;8262C031  240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 8.
 ";1547,54;10;Sem TPL;Sem TPL;240/60;AC;2/2;NA;"1/2""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100754;SC8262C031  120/60;"Válvula solenoide ASCO, simples, para uso geral, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-65, conexão elétrica: Conector tipo plug-in (DIN 43650); bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 8.
 ";1501,45;10;Sem TPL;Sem TPL;120/60;AC;2/2;NA;"1/2""";NPT;Latão;IP-65;Sem operador manual;Conector tipo plug-in (DIN 43650);BP;F;simples;NBR;NBR;16;3,4;0;9;9;9;82;10,5;8
-82100755;8262C031  24/DC;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 1/2"" NPT, corpo em latão, vedações em NBR, orifício de 16 mm, Kv = 3,4, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 5,6 bar;  temperatura máxima de 65 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 11,2W de potência, tensão de operação de 24/DC, construção 8.
 ";1501,45;10;Sem TPL;Sem TPL;24/DC;DC;2/2;NA;"1/2""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;16;3,4;0;9;9;5,6;65;11,2;8
-82100758;8262C054  240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 8A.
 ";1430,22;5;Sem TPL;Sem TPL;240/60;AC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;19;4,7;0;9;9;9;82;10,5;8A
-82100759;8262C062  240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 8A.
 ";1430,22;5;Sem TPL;Sem TPL;240/60;AC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;19;4,7;0;9;9;9;82;10,5;8A
-82100760;8262C062  24/DC;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 5,6 bar;  temperatura máxima de 65 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 11,2W de potência, tensão de operação de 24/DC, construção 8A.
 ";1599,22;45;Sem TPL;Sem TPL;24/DC;DC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;19;4,7;0;9;9;5,6;65;11,2;8A
-82100765;EF8262G138V  220/50,240/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em Viton, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 8A.
 ";1430,22;55;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NA;"3/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Viton;NBR;19;4,7;0;9;9;9;82;10,5;8A
-82100772;8262C044  240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 240/60, construção 8A.
 ";1456,75;5;Sem TPL;Sem TPL;240/60;AC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;19;4,7;0;9;9;9;82;10,5;8A
-82100774;8262C041  110/50,120/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 110/50,120/60, construção 8A.
 ";1449,77;5;Sem TPL;Sem TPL;110/50,120/60;AC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;19;4,7;0;9;9;9;82;10,5;8A
-82100775;8262C041  220/50,240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 8A.
 ";1449,77;5;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;19;4,7;0;9;9;9;82;10,5;8A
-82100776;8262C041  120/DC;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 5,6 bar;  temperatura máxima de 65 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 11,2W de potência, tensão de operação de 120/DC, construção 8A.
 ";1449,77;40;Sem TPL;Sem TPL;120/DC;DC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;19;4,7;0;9;9;5,6;65;11,2;8A
-82100778;8262C233  240/DC;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 5,6 bar;  temperatura máxima de 65 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 11,2W de potência, tensão de operação de 240/DC, construção 8A.
 ";1539,16;35;Sem TPL;Sem TPL;240/DC;DC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;19;4,7;0;9;9;5,6;65;11,2;8A
-82100783;8262C062V  220/50,240/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em Viton, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 8A.
 ";1493,07;10;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;Viton;NBR;19;4,7;0;9;9;9;82;10,5;8A
-82100785;EF8262G262  220/50,240/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 220/50,240/60, construção 8A.
 ";1493,07;15;Sem TPL;Sem TPL;220/50,240/60;AC;2/2;NA;"3/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;19;4,7;0;9;9;9;82;10,5;8A
-82100786;HT8262C062  24/DC;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 5,6 bar;  temperatura máxima de 65 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe H (BP), 11,2W de potência, tensão de operação de 24/DC, construção 8A.
 ";1493,07;5;Sem TPL;Sem TPL;24/DC;DC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;H;simples;NBR;NBR;19;4,7;0;9;9;5,6;65;11,2;8A
-82100788;EF8262G230  110/50,120/60;"Válvula solenoide ASCO, simples, com proteção à prova de explosões, 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em Etileno propileno, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, proteção à prova de explosões, classe Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66, conexão elétrica: Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG); bobina classe F (BP), 10,5W de potência, tensão de operação de 110/50,120/60, construção 8A.
 ";1540,56;15;Sem TPL;Sem TPL;110/50,120/60;AC;2/2;NA;"3/4""";NPT;Latão;Ex db mb llC T* Gb/Ex db mb llC T* Db Ip66;Sem operador manual;"Aço Carbono; 1/2”NPT (F) a 3 fios (18 AWG)";BP;F;simples;Etileno propileno;NBR;19;4,7;0;9;9;9;82;10,5;8A
-82100793;8262C044  120/60;"Válvula solenoide ASCO, simples, para uso geral 2/2 vias, normal aberta, sem operador manual, conexão ao processo em 3/4"" NPT, corpo em latão, vedações em NBR, orifício de 19 mm, Kv = 4,7, pressão diferencial de operação (ar/gás): 0 à 9 bar; pressão diferencial de operação (água): 0 à 9 bar; pressão diferencial de operação (óleo): 0 à 9 bar;  temperatura máxima de 82 °C, classe de proteção IP-40 (Uso geral), conexão elétrica: Orifício de 7/8” Para conduite; bobina classe F (BP), 10,5W de potência, tensão de operação de 120/60, construção 8A.
 ";2007,05;5;Sem TPL;Sem TPL;120/60;AC;2/2;NA;"3/4""";NPT;Latão;IP-40 (Uso geral);Sem operador manual;Orifício de 7/8” Para conduite;BP;F;simples;NBR;NBR;19;4,7;0;9;9;9;82;10,5;8A
